Gesture,Landmarks
None,"[0.6035550832748413, 0.8035174608230591, 0.5077627301216125, 0.7265751361846924, 0.4438270330429077, 0.6329516172409058, 0.3900340795516968, 0.551839292049408, 0.3247705399990082, 0.5350669622421265, 0.5234054923057556, 0.4407844841480255, 0.5676504969596863, 0.4588375985622406, 0.577506959438324, 0.528722882270813, 0.565686821937561, 0.5779600739479065, 0.6059179306030273, 0.4315168857574463, 0.6406193971633911, 0.46541398763656616, 0.6380472183227539, 0.5328781604766846, 0.6241562366485596, 0.5790238976478577, 0.6840224266052246, 0.45950913429260254, 0.7078791856765747, 0.4893037676811218, 0.7015411853790283, 0.5517044067382812, 0.68392413854599, 0.5938816666603088, 0.7544251680374146, 0.50740647315979, 0.7812305688858032, 0.5310168862342834, 0.7696377038955688, 0.5860844254493713, 0.7505461573600769, 0.6217758655548096]"
None,"[0.6006386280059814, 0.8052145838737488, 0.5038055777549744, 0.7295384407043457, 0.4391520619392395, 0.6386393308639526, 0.38678300380706787, 0.5571396946907043, 0.32225558161735535, 0.5422483682632446, 0.5167657732963562, 0.44684574007987976, 0.5690732598304749, 0.4645140469074249, 0.5790498852729797, 0.5320478677749634, 0.5665501356124878, 0.580754816532135, 0.599111795425415, 0.43586480617523193, 0.6417915225028992, 0.4702491760253906, 0.6384711861610413, 0.5386356711387634, 0.6230136752128601, 0.5875287652015686, 0.6779224276542664, 0.462646484375, 0.707147479057312, 0.49613454937934875, 0.7004139423370361, 0.5600008964538574, 0.6818085312843323, 0.6034606695175171, 0.7492668032646179, 0.5106639862060547, 0.7791996002197266, 0.5412970781326294, 0.767649233341217, 0.5979447364807129, 0.7473545074462891, 0.6342023611068726]"
None,"[0.5982185006141663, 0.8156324028968811, 0.5057299137115479, 0.7317145466804504, 0.4417106509208679, 0.6360982656478882, 0.3869169354438782, 0.5563653707504272, 0.3203754127025604, 0.543611466884613, 0.5159255266189575, 0.44662410020828247, 0.5768325328826904, 0.4543064832687378, 0.5873296856880188, 0.524152398109436, 0.5716338157653809, 0.5763075947761536, 0.5981583595275879, 0.4369669258594513, 0.6484578847885132, 0.4661395847797394, 0.6464444994926453, 0.5362510681152344, 0.6284582018852234, 0.5863679647445679, 0.6776711940765381, 0.4629858732223511, 0.7141689658164978, 0.4913029968738556, 0.7079993486404419, 0.556580662727356, 0.686941385269165, 0.6010519862174988, 0.7501955032348633, 0.5104442238807678, 0.7833506464958191, 0.5374981164932251, 0.7719472050666809, 0.5958977341651917, 0.7497836351394653, 0.6334116458892822]"
None,"[0.5998443961143494, 0.8202914595603943, 0.5045358538627625, 0.7378113269805908, 0.4401552379131317, 0.6391220688819885, 0.3854384422302246, 0.5569287538528442, 0.31851664185523987, 0.541710615158081, 0.5151797533035278, 0.4478720426559448, 0.5726386904716492, 0.45880234241485596, 0.5835080146789551, 0.5291619896888733, 0.5697633624076843, 0.5808833837509155, 0.5964848399162292, 0.4389117956161499, 0.6438847780227661, 0.4672493040561676, 0.6413285732269287, 0.5372318029403687, 0.6245967745780945, 0.5865949988365173, 0.6753225326538086, 0.4661909341812134, 0.7070611715316772, 0.49317121505737305, 0.7017410397529602, 0.5582111477851868, 0.6825857162475586, 0.6026886701583862, 0.7463644742965698, 0.5139569044113159, 0.7770305871963501, 0.535396158695221, 0.7667697668075562, 0.5932281613349915, 0.7464433908462524, 0.631920576095581]"
None,"[0.5975275635719299, 0.8190582394599915, 0.5052464008331299, 0.7356778383255005, 0.44099336862564087, 0.6378772854804993, 0.3856685161590576, 0.5562156438827515, 0.3199061155319214, 0.5433322191238403, 0.5169128775596619, 0.4457390010356903, 0.5795772075653076, 0.4513881206512451, 0.590867817401886, 0.5232511758804321, 0.5748923420906067, 0.5774810910224915, 0.5991529822349548, 0.4381086826324463, 0.6490048766136169, 0.46555662155151367, 0.6470097303390503, 0.5364415645599365, 0.628915548324585, 0.5871478319168091, 0.6782861948013306, 0.46533524990081787, 0.7120949029922485, 0.49245280027389526, 0.7064356207847595, 0.5580382943153381, 0.6857059001922607, 0.6037715077400208, 0.7497649192810059, 0.512685239315033, 0.7803469896316528, 0.533697247505188, 0.7697580456733704, 0.5922650098800659, 0.7487441301345825, 0.6320674419403076]"
None,"[0.5973129272460938, 0.8197175860404968, 0.5042433738708496, 0.7367284297943115, 0.4408983588218689, 0.6399670243263245, 0.38652658462524414, 0.5572531223297119, 0.3188108205795288, 0.5414143204689026, 0.5162725448608398, 0.4454568922519684, 0.5780117511749268, 0.46099066734313965, 0.5885682702064514, 0.533722996711731, 0.573104202747345, 0.5870329141616821, 0.5982558727264404, 0.4372185170650482, 0.6478370428085327, 0.4713302552700043, 0.6449670791625977, 0.542891800403595, 0.6271308064460754, 0.5929645299911499, 0.6778998374938965, 0.4647296965122223, 0.710947573184967, 0.4978918135166168, 0.7040156722068787, 0.5641111731529236, 0.683179497718811, 0.6088717579841614, 0.7499818801879883, 0.5133132338523865, 0.7799333333969116, 0.5385086536407471, 0.7682832479476929, 0.5967113971710205, 0.7468100786209106, 0.6353298425674438]"
None,"[0.5985551476478577, 0.8238309621810913, 0.5049176812171936, 0.7395418286323547, 0.4418588876724243, 0.6403842568397522, 0.3877771198749542, 0.5570278167724609, 0.31993237137794495, 0.5402442812919617, 0.5161401629447937, 0.4461188316345215, 0.5777209401130676, 0.4608171582221985, 0.5883503556251526, 0.5336273908615112, 0.5729674100875854, 0.5870861411094666, 0.5981509685516357, 0.43747809529304504, 0.647489607334137, 0.47116559743881226, 0.6450369358062744, 0.542793869972229, 0.627659797668457, 0.5925688147544861, 0.6780847311019897, 0.46494728326797485, 0.7108338475227356, 0.49766212701797485, 0.7042018175125122, 0.5640153288841248, 0.6837027072906494, 0.6086390018463135, 0.750469982624054, 0.5135853886604309, 0.7797685861587524, 0.5381626486778259, 0.7681786417961121, 0.5964961051940918, 0.7469086647033691, 0.6350500583648682]"
None,"[0.5988526940345764, 0.8322557210922241, 0.5081772804260254, 0.7447185516357422, 0.44629186391830444, 0.645856499671936, 0.39195045828819275, 0.5623285174369812, 0.32499080896377563, 0.5417262315750122, 0.5166938900947571, 0.4492819309234619, 0.5830064415931702, 0.46008044481277466, 0.5937287211418152, 0.5327225923538208, 0.5779122114181519, 0.586208164691925, 0.5986161828041077, 0.440121591091156, 0.6515122056007385, 0.471762090921402, 0.6493951678276062, 0.5441155433654785, 0.6314507722854614, 0.5947907567024231, 0.6784361600875854, 0.465697705745697, 0.7156552076339722, 0.4977320432662964, 0.7088119983673096, 0.564656674861908, 0.6875539422035217, 0.6097893118858337, 0.7515919208526611, 0.5122957825660706, 0.7847080826759338, 0.5394548177719116, 0.7738181352615356, 0.5997411012649536, 0.752574622631073, 0.6388218402862549]"
None,"[0.5994987487792969, 0.8367330431938171, 0.508314847946167, 0.7485994100570679, 0.44551533460617065, 0.6474171280860901, 0.3920751214027405, 0.5644298791885376, 0.3274746239185333, 0.5425487160682678, 0.5158411860466003, 0.45063382387161255, 0.5805647373199463, 0.4607063829898834, 0.5923464298248291, 0.5342258214950562, 0.5774972438812256, 0.5886948704719543, 0.5986729264259338, 0.4421572685241699, 0.6480280756950378, 0.4732968211174011, 0.6466787457466125, 0.5461673140525818, 0.6301960945129395, 0.5978251099586487, 0.6792013645172119, 0.4671785235404968, 0.7133488655090332, 0.49830904603004456, 0.7069857120513916, 0.565608561038971, 0.686728835105896, 0.6120615601539612, 0.7524592876434326, 0.5126319527626038, 0.7838374972343445, 0.5399430394172668, 0.7733666300773621, 0.6013052463531494, 0.7533131837844849, 0.6419785618782043]"
None,"[0.599970817565918, 0.8347676992416382, 0.5093227028846741, 0.7482006549835205, 0.4456993341445923, 0.6466830968856812, 0.3923177719116211, 0.5639708042144775, 0.328086256980896, 0.5413001179695129, 0.5161409974098206, 0.44964051246643066, 0.581501841545105, 0.4599994122982025, 0.5936959981918335, 0.5323095321655273, 0.5785477757453918, 0.5864472985267639, 0.5993248820304871, 0.44241809844970703, 0.6490935683250427, 0.47284623980522156, 0.6477438807487488, 0.5449885129928589, 0.6304966807365417, 0.5969609022140503, 0.6800011396408081, 0.4683346152305603, 0.7143009305000305, 0.49991151690483093, 0.7075291275978088, 0.5660146474838257, 0.6865841746330261, 0.612449049949646, 0.7532243132591248, 0.5142554640769958, 0.7839698195457458, 0.5427719354629517, 0.7725907564163208, 0.6031835675239563, 0.7517132759094238, 0.6434812545776367]"
None,"[0.601284384727478, 0.8379446268081665, 0.5085092186927795, 0.748975932598114, 0.44595909118652344, 0.6479362845420837, 0.39372265338897705, 0.5637415647506714, 0.33093202114105225, 0.5396521091461182, 0.5160804390907288, 0.4511996805667877, 0.5804818868637085, 0.4597863554954529, 0.592677116394043, 0.5325164198875427, 0.5781580805778503, 0.5877581834793091, 0.5992375612258911, 0.4426511824131012, 0.6487707495689392, 0.47271865606307983, 0.6477525234222412, 0.5454028248786926, 0.6315697431564331, 0.5979019403457642, 0.6799355149269104, 0.46800726652145386, 0.7149463295936584, 0.49837806820869446, 0.7085399627685547, 0.5655024647712708, 0.6883924007415771, 0.6123307347297668, 0.7535401582717896, 0.5140969753265381, 0.7855798602104187, 0.5419248342514038, 0.7742211818695068, 0.6033154726028442, 0.7535927295684814, 0.6439136266708374]"
None,"[0.6022546291351318, 0.8348394632339478, 0.507931649684906, 0.7484633922576904, 0.44472813606262207, 0.6484042406082153, 0.3945455849170685, 0.5629104375839233, 0.3329583704471588, 0.5405943989753723, 0.516873836517334, 0.4531009793281555, 0.5810770392417908, 0.4580906629562378, 0.5928853154182434, 0.5320946574211121, 0.5776954293251038, 0.5883948802947998, 0.5990792512893677, 0.44390594959259033, 0.648518979549408, 0.4716702103614807, 0.6464468240737915, 0.545761227607727, 0.6291137337684631, 0.5986780524253845, 0.6791149973869324, 0.46803390979766846, 0.7137341499328613, 0.49767565727233887, 0.7066435217857361, 0.5661116242408752, 0.6858310103416443, 0.6138309240341187, 0.7529454231262207, 0.5126615166664124, 0.7865167856216431, 0.5404828786849976, 0.7752872705459595, 0.6020829081535339, 0.7543193101882935, 0.6428946256637573]"
None,"[0.6031064391136169, 0.8316935300827026, 0.5079610347747803, 0.7465528249740601, 0.4443782567977905, 0.6474854946136475, 0.39424124360084534, 0.5625627636909485, 0.33314451575279236, 0.5402621030807495, 0.5181134343147278, 0.4533425569534302, 0.5817698240280151, 0.45795702934265137, 0.593488335609436, 0.5314180850982666, 0.5783821940422058, 0.5877132415771484, 0.6001442670822144, 0.4445422887802124, 0.6495363116264343, 0.47190138697624207, 0.647520899772644, 0.545323371887207, 0.6301499605178833, 0.5980809926986694, 0.6800691485404968, 0.4688950777053833, 0.7146490812301636, 0.49687299132347107, 0.7080820202827454, 0.5647084712982178, 0.6875696182250977, 0.6121535897254944, 0.7538430690765381, 0.5137585401535034, 0.7876929640769958, 0.5383912324905396, 0.7766972184181213, 0.5991342663764954, 0.7557671666145325, 0.6395607590675354]"
None,"[0.6035274267196655, 0.8255466222763062, 0.5074435472488403, 0.7422689199447632, 0.4434463381767273, 0.6472029089927673, 0.3931313753128052, 0.5624745488166809, 0.3319602310657501, 0.5396443009376526, 0.5183906555175781, 0.45421797037124634, 0.5790892839431763, 0.45781469345092773, 0.5906660556793213, 0.5300735235214233, 0.5765569806098938, 0.5858888030052185, 0.600239634513855, 0.44528070092201233, 0.6484499573707581, 0.4731265604496002, 0.6457207798957825, 0.545812726020813, 0.6287665963172913, 0.598619818687439, 0.6798011064529419, 0.46971315145492554, 0.7137083411216736, 0.49944162368774414, 0.7062715888023376, 0.5665165185928345, 0.686187207698822, 0.6136059761047363, 0.7530036568641663, 0.5140140652656555, 0.7860162258148193, 0.5413946509361267, 0.774387776851654, 0.6013625264167786, 0.7538836002349854, 0.641120970249176]"
None,"[0.6006901860237122, 0.826449990272522, 0.5042186975479126, 0.7442156672477722, 0.4412183463573456, 0.6493414044380188, 0.39359354972839355, 0.562812089920044, 0.33522486686706543, 0.5330767631530762, 0.5185517072677612, 0.4517901539802551, 0.5782336592674255, 0.45714181661605835, 0.5884767770767212, 0.5294867157936096, 0.5741102695465088, 0.5839909911155701, 0.601386308670044, 0.443729430437088, 0.6468278765678406, 0.474209189414978, 0.6430996060371399, 0.5474733114242554, 0.6261757612228394, 0.5997813940048218, 0.6809922456741333, 0.4697413146495819, 0.7118551731109619, 0.5012495517730713, 0.7035971879959106, 0.5686379671096802, 0.6836273670196533, 0.6153314709663391, 0.7542223930358887, 0.5153757929801941, 0.7853758931159973, 0.5433543920516968, 0.7730630040168762, 0.6026171445846558, 0.7525291442871094, 0.6415283679962158]"
None,"[0.5973290205001831, 0.8400633335113525, 0.5035216808319092, 0.749607503414154, 0.4421481490135193, 0.6501245498657227, 0.39280176162719727, 0.5627222061157227, 0.3318989872932434, 0.5341436266899109, 0.5158024430274963, 0.4512937664985657, 0.580272376537323, 0.4455840289592743, 0.5919495224952698, 0.5201765298843384, 0.576274573802948, 0.5773391127586365, 0.5995006561279297, 0.44274699687957764, 0.6492114067077637, 0.46690046787261963, 0.6474158763885498, 0.5412834882736206, 0.6293557286262512, 0.59559565782547, 0.680082380771637, 0.4684092402458191, 0.7150329947471619, 0.4953468441963196, 0.707834005355835, 0.5634276270866394, 0.6862778663635254, 0.6117430925369263, 0.7538663148880005, 0.5135592222213745, 0.7858784794807434, 0.5397452712059021, 0.7736724615097046, 0.6009252667427063, 0.7516597509384155, 0.64215487241745]"
None,"[0.5954114198684692, 0.8361210227012634, 0.5033814311027527, 0.7460296750068665, 0.4418643116950989, 0.6473907232284546, 0.3935246467590332, 0.56028151512146, 0.3342219591140747, 0.529762327671051, 0.5161176323890686, 0.45085880160331726, 0.5831947326660156, 0.4478112757205963, 0.5937679409980774, 0.5227640867233276, 0.5768957734107971, 0.5794543027877808, 0.5984439849853516, 0.4427778720855713, 0.6507756114006042, 0.467094361782074, 0.6477531790733337, 0.541847825050354, 0.6283341646194458, 0.595608115196228, 0.6782351732254028, 0.4675196409225464, 0.7152716517448425, 0.4958314895629883, 0.7074596285820007, 0.565598726272583, 0.6846611499786377, 0.6129961609840393, 0.7522097229957581, 0.5125711560249329, 0.7875828742980957, 0.5397238731384277, 0.7753937244415283, 0.6023920178413391, 0.7523621320724487, 0.6432662010192871]"
None,"[0.5974116325378418, 0.8315545320510864, 0.5024466514587402, 0.743735671043396, 0.440703809261322, 0.6464493870735168, 0.39278480410575867, 0.5594851970672607, 0.3326476216316223, 0.5304111838340759, 0.5156888365745544, 0.44955921173095703, 0.5803512334823608, 0.45083385705947876, 0.5914891362190247, 0.5252149105072021, 0.5757867693901062, 0.5817005038261414, 0.5980530381202698, 0.44080179929733276, 0.6480469107627869, 0.4692104756832123, 0.6448039412498474, 0.544166088104248, 0.626436173915863, 0.5971763730049133, 0.6778061389923096, 0.4659721255302429, 0.7126516103744507, 0.4955372214317322, 0.7048718333244324, 0.5656379461288452, 0.6835137009620667, 0.6122794151306152, 0.7515347599983215, 0.511740505695343, 0.785632312297821, 0.5391736626625061, 0.7735939025878906, 0.6018216013908386, 0.7519173622131348, 0.6418647170066833]"
None,"[0.6013835668563843, 0.8477424383163452, 0.5086378455162048, 0.7507837414741516, 0.448682576417923, 0.6473479270935059, 0.39944231510162354, 0.5521835088729858, 0.3390197157859802, 0.5261673331260681, 0.5175862908363342, 0.4523841440677643, 0.5882652401924133, 0.4557081460952759, 0.5970455408096313, 0.5306759476661682, 0.5784119963645935, 0.5859625339508057, 0.5992321968078613, 0.4464792013168335, 0.655742883682251, 0.4700161814689636, 0.6531009078025818, 0.5436275601387024, 0.6325185894966125, 0.5965166091918945, 0.6786346435546875, 0.4738078713417053, 0.7193804979324341, 0.4976271688938141, 0.7129103541374207, 0.5656110048294067, 0.6905917525291443, 0.6127997636795044, 0.7516890168190002, 0.5217888355255127, 0.7887555360794067, 0.5414793491363525, 0.7786579728126526, 0.6024191975593567, 0.7568496465682983, 0.6436252593994141]"
None,"[0.6027964949607849, 0.8443160057067871, 0.5083481669425964, 0.7525387406349182, 0.4464576840400696, 0.6490320563316345, 0.3977712094783783, 0.5543867945671082, 0.33853939175605774, 0.525422215461731, 0.5202652215957642, 0.4523027241230011, 0.5837927460670471, 0.4640439450740814, 0.591145932674408, 0.5384427905082703, 0.5719164609909058, 0.5928866267204285, 0.6028375625610352, 0.445931613445282, 0.6517001390457153, 0.47503048181533813, 0.6466702818870544, 0.5490024089813232, 0.6258895993232727, 0.600901186466217, 0.6823322176933289, 0.47148358821868896, 0.7159292697906494, 0.5010053515434265, 0.7078427076339722, 0.56928551197052, 0.6857808828353882, 0.6156970262527466, 0.754955530166626, 0.5176011919975281, 0.7871260046958923, 0.5420806407928467, 0.7760961055755615, 0.6033092141151428, 0.7549085021018982, 0.6436812281608582]"
None,"[0.6125525236129761, 0.9000049829483032, 0.5240079164505005, 0.7663528323173523, 0.48975709080696106, 0.6446480751037598, 0.5145140886306763, 0.5744835734367371, 0.5618192553520203, 0.5525255799293518, 0.5314916968345642, 0.4908027946949005, 0.5679468512535095, 0.49553513526916504, 0.5806291699409485, 0.56109619140625, 0.571670413017273, 0.6138125061988831, 0.6167812347412109, 0.4853367805480957, 0.6460464000701904, 0.5121867656707764, 0.645283579826355, 0.5780624747276306, 0.6317118406295776, 0.6272455453872681, 0.6992838978767395, 0.5140214562416077, 0.7155980467796326, 0.5479143261909485, 0.7073480486869812, 0.611922025680542, 0.6900272369384766, 0.6543869972229004, 0.7729679346084595, 0.5645273327827454, 0.7895737886428833, 0.5994043946266174, 0.7765036821365356, 0.6579656004905701, 0.7581804990768433, 0.6959890127182007]"
None,"[0.6236891746520996, 0.8605818748474121, 0.5351073145866394, 0.7682281136512756, 0.4922935962677002, 0.6614510416984558, 0.5004836320877075, 0.5828893184661865, 0.5283730030059814, 0.5484917163848877, 0.5311710834503174, 0.4898330569267273, 0.5664944648742676, 0.511568009853363, 0.5805224180221558, 0.5789732933044434, 0.5724560618400574, 0.6293626427650452, 0.6111830472946167, 0.48142755031585693, 0.6377485990524292, 0.5157335996627808, 0.6411045789718628, 0.5815636515617371, 0.632041871547699, 0.6313508749008179, 0.6904672384262085, 0.5057305693626404, 0.7074702978134155, 0.5414921045303345, 0.7028348445892334, 0.6046721339225769, 0.6908673644065857, 0.6483033299446106, 0.765451192855835, 0.5506917834281921, 0.7789526581764221, 0.5826346278190613, 0.7676072716712952, 0.6407386660575867, 0.7544072866439819, 0.6793153285980225]"
None,"[0.6377917528152466, 0.9349416494369507, 0.5800726413726807, 0.8214169144630432, 0.5769848227500916, 0.7137883901596069, 0.6198210716247559, 0.6659270524978638, 0.6695848703384399, 0.6664732098579407, 0.5976089835166931, 0.6144338846206665, 0.6642811894416809, 0.62178635597229, 0.6681767702102661, 0.6893255710601807, 0.6460844874382019, 0.7379530668258667, 0.6573141813278198, 0.6050693988800049, 0.717526912689209, 0.6315638422966003, 0.7140567898750305, 0.699098527431488, 0.6929370760917664, 0.7410933971405029, 0.7214897871017456, 0.6212862730026245, 0.7786431908607483, 0.6563865542411804, 0.7724476456642151, 0.7256237268447876, 0.748324990272522, 0.7583404779434204, 0.7844355702400208, 0.6606317162513733, 0.8422154784202576, 0.7112457752227783, 0.8344334959983826, 0.7696400880813599, 0.8115453720092773, 0.7953818440437317]"
None,"[0.6414921879768372, 0.9600563645362854, 0.5873447060585022, 0.8532723784446716, 0.5821878910064697, 0.7527045011520386, 0.625578761100769, 0.7027519941329956, 0.6703135371208191, 0.6952564120292664, 0.6028879284858704, 0.6475447416305542, 0.6863237023353577, 0.6373825073242188, 0.6964385509490967, 0.6965304613113403, 0.6755127906799316, 0.7475218176841736, 0.6547185182571411, 0.635198175907135, 0.733096182346344, 0.6434153318405151, 0.7377328276634216, 0.7089058756828308, 0.7157190442085266, 0.7593837976455688, 0.7120187282562256, 0.6481555700302124, 0.7917301654815674, 0.6692793965339661, 0.7922589182853699, 0.7386738657951355, 0.7696434855461121, 0.7773987054824829, 0.7723091244697571, 0.6835730075836182, 0.8459413647651672, 0.7216428518295288, 0.8414690494537354, 0.7792646884918213, 0.8184959888458252, 0.8111624717712402]"
None,"[0.6282678842544556, 0.9614989757537842, 0.5819157361984253, 0.8430865406990051, 0.5837177038192749, 0.7469885349273682, 0.6305920481681824, 0.7020134925842285, 0.6782127618789673, 0.6997466087341309, 0.588724672794342, 0.6590206027030945, 0.6680483818054199, 0.6533615589141846, 0.6800872683525085, 0.7124282717704773, 0.6605309844017029, 0.7607073187828064, 0.6437479853630066, 0.6450505256652832, 0.7182644009590149, 0.6545124650001526, 0.725725531578064, 0.718136727809906, 0.7060653567314148, 0.7667279839515686, 0.7049297094345093, 0.6567267179489136, 0.7806692719459534, 0.6786747574806213, 0.7823817729949951, 0.746917724609375, 0.7608594298362732, 0.7857663631439209, 0.7684704065322876, 0.6909628510475159, 0.8404029607772827, 0.7264349460601807, 0.8359757661819458, 0.7826083302497864, 0.8135798573493958, 0.8142621517181396]"
None,"[0.6250360012054443, 0.971216082572937, 0.5762321949005127, 0.8584708571434021, 0.5782279372215271, 0.7552310824394226, 0.6264145970344543, 0.7077749371528625, 0.6778578758239746, 0.7098568677902222, 0.5919110774993896, 0.6608485579490662, 0.6736626029014587, 0.6602926850318909, 0.6792155504226685, 0.7213627099990845, 0.6539536118507385, 0.7655147314071655, 0.6468583345413208, 0.6495258808135986, 0.722055196762085, 0.6647195816040039, 0.722870945930481, 0.7291964292526245, 0.698519766330719, 0.7726297974586487, 0.7065256834030151, 0.6641547679901123, 0.7811442613601685, 0.6917774677276611, 0.7774231433868408, 0.7589271068572998, 0.7516332268714905, 0.7915523052215576, 0.7679241299629211, 0.7012946605682373, 0.836870551109314, 0.7417277693748474, 0.8274093866348267, 0.797182023525238, 0.800783634185791, 0.8235024213790894]"
None,"[0.6262524724006653, 0.9728162884712219, 0.5787793397903442, 0.8581809997558594, 0.5832590460777283, 0.7538200616836548, 0.6315925121307373, 0.7082557678222656, 0.6826449036598206, 0.7086265683174133, 0.5868269801139832, 0.6644829511642456, 0.6662447452545166, 0.6593422293663025, 0.6743008494377136, 0.7208037972450256, 0.6511355638504028, 0.7637834548950195, 0.6412597894668579, 0.6508749723434448, 0.7152110934257507, 0.660122275352478, 0.7184655666351318, 0.7239830493927002, 0.6949806809425354, 0.7662153244018555, 0.701183021068573, 0.6627567410469055, 0.7769509553909302, 0.6870026588439941, 0.7747600078582764, 0.7534534335136414, 0.7493255138397217, 0.7841970920562744, 0.7633265852928162, 0.6974015235900879, 0.8329287767410278, 0.7419626712799072, 0.8232282400131226, 0.7968290448188782, 0.7958632707595825, 0.8206846714019775]"
None,"[0.6177355051040649, 0.9767796397209167, 0.5710827708244324, 0.8640785813331604, 0.5766087770462036, 0.7629905939102173, 0.62247633934021, 0.7160217761993408, 0.6700104475021362, 0.7128624320030212, 0.5856450796127319, 0.6700266599655151, 0.6628748774528503, 0.6726564764976501, 0.6709527969360352, 0.7327298521995544, 0.6485002636909485, 0.7761190533638, 0.6406324505805969, 0.6566206216812134, 0.7106295228004456, 0.6777525544166565, 0.7141880393028259, 0.7398359775543213, 0.6935991644859314, 0.7802445292472839, 0.7004829049110413, 0.66963791847229, 0.7725042104721069, 0.7033655643463135, 0.7698293924331665, 0.7689117193222046, 0.7457830905914307, 0.7993995547294617, 0.7623158693313599, 0.7052080035209656, 0.8304738998413086, 0.7522760629653931, 0.8208125233650208, 0.8066089153289795, 0.7940694093704224, 0.8300502896308899]"
None,"[0.6240898966789246, 0.9872307777404785, 0.5707464218139648, 0.8800444602966309, 0.5720393061637878, 0.7790622115135193, 0.6161984205245972, 0.7274174690246582, 0.6630570292472839, 0.7180638313293457, 0.5795272588729858, 0.6793900728225708, 0.6637740731239319, 0.6720513105392456, 0.6773735284805298, 0.7350807785987854, 0.6592586040496826, 0.7831016778945923, 0.6314019560813904, 0.6671790480613708, 0.7096970677375793, 0.6806493997573853, 0.717063307762146, 0.7449686527252197, 0.6984872221946716, 0.7917379140853882, 0.6897989511489868, 0.6807317733764648, 0.7690478563308716, 0.7058401107788086, 0.7699673175811768, 0.7735718488693237, 0.7489653825759888, 0.8115365505218506, 0.7517263293266296, 0.7151147723197937, 0.8285090923309326, 0.7505039572715759, 0.8246665000915527, 0.8063930869102478, 0.8022152781486511, 0.8371536731719971]"
None,"[0.6222723722457886, 0.9943761229515076, 0.5717865228652954, 0.8834827542304993, 0.5755109786987305, 0.7823818325996399, 0.6194667816162109, 0.731981098651886, 0.6659124493598938, 0.7254816293716431, 0.5793737769126892, 0.6814870834350586, 0.6632704734802246, 0.6774831414222717, 0.674960196018219, 0.7404646873474121, 0.6558294296264648, 0.7885007858276367, 0.6306381225585938, 0.6682772636413574, 0.7080310583114624, 0.6829320788383484, 0.7139790654182434, 0.7467579245567322, 0.6960815191268921, 0.7934792637825012, 0.6889762282371521, 0.6817548274993896, 0.7673500180244446, 0.7071325778961182, 0.7681834101676941, 0.7737376093864441, 0.7481843829154968, 0.8105472326278687, 0.751471757888794, 0.7156470417976379, 0.8279846906661987, 0.7501200437545776, 0.8244642615318298, 0.8060463070869446, 0.8024799823760986, 0.8367918729782104]"
None,"[0.6186560392379761, 1.004772424697876, 0.5713126063346863, 0.8949705362319946, 0.5762903094291687, 0.7955734729766846, 0.620635449886322, 0.7449766993522644, 0.6670302748680115, 0.7343142628669739, 0.5748068690299988, 0.6927001476287842, 0.6635818481445312, 0.6880799531936646, 0.6763754487037659, 0.7529005408287048, 0.6578688025474548, 0.8020850419998169, 0.6248451471328735, 0.6772839426994324, 0.7107317447662354, 0.6926097273826599, 0.7162162065505981, 0.758820652961731, 0.6971775889396667, 0.8049991726875305, 0.6828624606132507, 0.6886757612228394, 0.7718021273612976, 0.7203874588012695, 0.7710551023483276, 0.7898635864257812, 0.7487977147102356, 0.8253709673881531, 0.7453737258911133, 0.7217696309089661, 0.8276798129081726, 0.7641602754592896, 0.8221675753593445, 0.8221420049667358, 0.7983185648918152, 0.8508014678955078]"
None,"[0.6296360492706299, 1.014131784439087, 0.5755573511123657, 0.9057307839393616, 0.5785682797431946, 0.8044969439506531, 0.6221181154251099, 0.7510049343109131, 0.6680057048797607, 0.7389704585075378, 0.5743882656097412, 0.7005610466003418, 0.6560960412025452, 0.6922307014465332, 0.6702743172645569, 0.7573369145393372, 0.6533551216125488, 0.8067448735237122, 0.6252859234809875, 0.6831501126289368, 0.7049486041069031, 0.696532666683197, 0.712818443775177, 0.7615203261375427, 0.6965219378471375, 0.8082735538482666, 0.6839955449104309, 0.6932728290557861, 0.7668496370315552, 0.7205783724784851, 0.769720196723938, 0.7889105081558228, 0.7509673237800598, 0.8264234066009521, 0.747077465057373, 0.7250546216964722, 0.826496958732605, 0.7641249299049377, 0.8247493505477905, 0.8222357630729675, 0.8044410943984985, 0.8537957072257996]"
None,"[0.6269471645355225, 1.0129172801971436, 0.5756337642669678, 0.9033771753311157, 0.578660786151886, 0.8046620488166809, 0.621980607509613, 0.7527686357498169, 0.6672143936157227, 0.7406196594238281, 0.5748820900917053, 0.6986355781555176, 0.6542349457740784, 0.6941450834274292, 0.6697642207145691, 0.7613927125930786, 0.6545208096504211, 0.8132359981536865, 0.6262455582618713, 0.6804741621017456, 0.7044392228126526, 0.697039008140564, 0.7128127217292786, 0.7640123963356018, 0.6978323459625244, 0.8134652376174927, 0.6848953366279602, 0.6900814175605774, 0.7678960561752319, 0.7234268188476562, 0.7710756063461304, 0.7941647171974182, 0.752590537071228, 0.8333616852760315, 0.7475844621658325, 0.7217360734939575, 0.8278623819351196, 0.7646404504776001, 0.8267033100128174, 0.8243913650512695, 0.8063163757324219, 0.8568650484085083]"
